Unnamed: 0,User ID,Venue ID,Venue category ID,Venue category name,Latitude,Longitude,Timezone,UTC time
45,424,Ted & Honey,4bf58dd8d48988d1c5941735,Sandwich Place,40.68892998843297,-73.99566650390625,-240,Tue Apr 03 18:24:38 +0000 2012
55,15,Soup Stop,4bf58dd8d48988d1dd931735,Soup Place,40.785679,-73.972834,-240,Tue Apr 03 18:33:49 +0000 2012
59,280,Natural Frontier Market,4bf58dd8d48988d118951735,Food & Drink Shop,40.73971082815715,-73.9825179760415,-240,Tue Apr 03 18:35:31 +0000 2012
70,80,Frank's Luncheonette,4bf58dd8d48988d147941735,Diner,40.67919,-73.995548,-240,Tue Apr 03 18:43:53 +0000 2012
76,639,Willy's Hairstyling,4bf58dd8d48988d110951735,Salon / Barbershop,40.77536339,-73.955705,-240,Tue Apr 03 18:48:57 +0000 2012
78,713,Chipotle Mexican Grill,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.745245,-73.982692,-240,Tue Apr 03 18:51:03 +0000 2012
90,628,Costco,4bf58dd8d48988d118951735,Food & Drink Shop,40.83162208784265,-74.13679361343384,-240,Tue Apr 03 19:01:40 +0000 2012
91,225,Subway,4bf58dd8d48988d1c5941735,Sandwich Place,40.726045,-73.79091154388917,-240,Tue Apr 03 19:03:16 +0000 2012
92,504,Outtakes,4bf58dd8d48988d14e941735,American Restaurant,40.715280885129175,-74.03639537384788,-240,Tue Apr 03 19:03:38 +0000 2012
93,226,Junior's,4bf58dd8d48988d14e941735,American Restaurant,40.75821277375464,-73.98682594299316,-240,Tue Apr 03 19:03:47 +0000 2012
101,706,Key Food Stores Co-Op,4bf58dd8d48988d118951735,Food & Drink Shop,40.67755881343268,-73.74452479795166,-240,Tue Apr 03 19:11:04 +0000 2012
105,1005,Cafe Habana,4bf58dd8d48988d154941735,Cuban Restaurant,40.72284169882771,-73.9941164689654,-240,Tue Apr 03 19:14:31 +0000 2012
106,706,Western Beef,4bf58dd8d48988d118951735,Food & Drink Shop,40.68006413170521,-73.76161876452181,-240,Tue Apr 03 19:14:34 +0000 2012
107,706,Smoke BBQ Pit,4bf58dd8d48988d1df931735,BBQ Joint,40.68083,-73.76331,-240,Tue Apr 03 19:15:04 +0000 2012
110,406,San Loco,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.72828342000001,-73.987885,-240,Tue Apr 03 19:17:24 +0000 2012
111,868,Cosi,4bf58dd8d48988d1c5941735,Sandwich Place,40.738553,-73.987393,-240,Tue Apr 03 19:17:34 +0000 2012
113,751,Fresh Tortillas Express,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.72862394,-74.005252,-240,Tue Apr 03 19:18:58 +0000 2012
126,950,Dolce Novita,4bf58dd8d48988d110941735,Italian Restaurant,40.840306,-74.04756321666666,-240,Tue Apr 03 19:26:31 +0000 2012
127,1055,Nonna's Table,4bf58dd8d48988d1f5941735,Food & Drink Shop,40.7828036434665,-73.95175935821182,-240,Tue Apr 03 19:27:54 +0000 2012
128,615,Washington Square Park,4bf58dd8d48988d163941735,Park,40.73083612189599,-73.99764060974121,-240,Tue Apr 03 19:29:18 +0000 2012
130,615,Washington Square Fountain,4bf58dd8d48988d162941735,Other Great Outdoors,40.730769,-73.9974505,-240,Tue Apr 03 19:29:44 +0000 2012
131,950,MetLife Stadium,4bf58dd8d48988d189941735,Stadium,40.8134844303353,-74.07433032989502,-240,Tue Apr 03 19:29:47 +0000 2012
134,292,St. Patrick's Cathedral,4bf58dd8d48988d132941735,Church,40.758505337427664,-73.97652626037598,-240,Tue Apr 03 19:33:21 +0000 2012
137,69,Eddy's Barbershop,4bf58dd8d48988d110951735,Salon / Barbershop,40.71285903453827,-73.87741935714287,-240,Tue Apr 03 19:34:56 +0000 2012
139,7,Butterfield Market,4bf58dd8d48988d118951735,Food & Drink Shop,40.774111,-73.959546,-240,Tue Apr 03 19:35:38 +0000 2012
140,592,Union Square Greenmarket,4bf58dd8d48988d1fa941735,Food & Drink Shop,40.73652697126574,-73.9905595779419,-240,Tue Apr 03 19:36:05 +0000 2012
149,272,Boboa Time,4bf58dd8d48988d112941735,Bar,40.725730202803845,-73.79252672195435,-240,Tue Apr 03 19:42:24 +0000 2012
152,976,MTA MaBSTOA Bus - M5 / M9 / M22 / M103 at City Hall,4bf58dd8d48988d162941735,Other Great Outdoors,40.71258960356785,-74.0063202381134,-240,Tue Apr 03 19:43:17 +0000 2012
159,281,Antojos Colombianos Panaderia y Restaurante,4bf58dd8d48988d150941735,Spanish Restaurant,40.747048,-74.15257036685944,-240,Tue Apr 03 19:50:48 +0000 2012
162,557,Mooncake Foods,4bf58dd8d48988d142941735,Asian Restaurant,40.7495279,-73.9947032,-240,Tue Apr 03 19:51:07 +0000 2012
177,573,C-Town Supermarkets,4bf58dd8d48988d118951735,Food & Drink Shop,40.83260433886108,-73.86046496281456,-240,Tue Apr 03 20:03:56 +0000 2012
180,346,Yoshino Asian Fusion,4bf58dd8d48988d142941735,Asian Restaurant,40.925826,-73.835898,-240,Tue Apr 03 20:04:18 +0000 2012
188,865,Clark S Diner,4bf58dd8d48988d147941735,Diner,40.69754694616505,-73.9930031358868,-240,Tue Apr 03 20:07:29 +0000 2012
193,65,Moe's Southwest Grill,4bf58dd8d48988d153941735,Burrito Place,40.80494,-73.992149,-240,Tue Apr 03 20:09:55 +0000 2012
200,880,McDonald's,4bf58dd8d48988d16e941735,Fast Food Restaurant,40.78986319381769,-73.94593309268163,-240,Tue Apr 03 20:11:54 +0000 2012
202,267,Pathmark,4bf58dd8d48988d118951735,Food & Drink Shop,40.868125922072615,-73.8257646560669,-240,Tue Apr 03 20:15:46 +0000 2012
203,615,Dumpling Man,4bf58dd8d48988d108941735,Dumpling Restaurant,40.72741096343491,-73.98472180100865,-240,Tue Apr 03 20:16:59 +0000 2012
206,820,Cluck-U Chicken,4bf58dd8d48988d14c941735,Wings Joint,40.7379797262936,-74.0307610228812,-240,Tue Apr 03 20:20:24 +0000 2012
207,445,Daily Juice,4bf58dd8d48988d112941735,Bar,40.731786,-73.983701,-240,Tue Apr 03 20:21:06 +0000 2012
208,516,The New York Beer Company,4bf58dd8d48988d116941735,Bar,40.758846660085474,-73.9895510673523,-240,Tue Apr 03 20:21:12 +0000 2012
209,281,Patterson St Courts,4bf58dd8d48988d163941735,Park,40.74724254,-74.15266696,-240,Tue Apr 03 20:21:35 +0000 2012
211,528,Footprints Cafe,4bf58dd8d48988d144941735,Caribbean Restaurant,40.57562689089684,-73.98329850027537,-240,Tue Apr 03 20:22:14 +0000 2012
215,246,Lenny's Barber Shop,4bf58dd8d48988d110951735,Salon / Barbershop,40.76050818785058,-73.96744635021412,-240,Tue Apr 03 20:25:40 +0000 2012
219,458,Korean War Veterans Plaza,4bf58dd8d48988d163941735,Park,40.695941850543576,-73.99039194274509,-240,Tue Apr 03 20:27:35 +0000 2012
224,498,Marias Pizza,4bf58dd8d48988d1ca941735,Pizza Place,40.626435638129095,-74.01344955620925,-240,Tue Apr 03 20:31:56 +0000 2012
226,557,Greeley Square,4bf58dd8d48988d163941735,Park,40.74866717767752,-73.98837625980377,-240,Tue Apr 03 20:34:20 +0000 2012
229,313,Marche du Sud,4bf58dd8d48988d10c941735,French Restaurant,40.76170986250295,-73.9601396882319,-240,Tue Apr 03 20:37:25 +0000 2012
233,798,Billy's Sports Bar & Lounge Rooftop,4bf58dd8d48988d11d941735,Bar,40.82720714615709,-73.92603062509322,-240,Tue Apr 03 20:39:38 +0000 2012
239,662,Sticky Rice,4bf58dd8d48988d142941735,Asian Restaurant,40.71800153431413,-73.99028290313753,-240,Tue Apr 03 20:45:37 +0000 2012
243,691,Home Liquors,4bf58dd8d48988d186941735,Food & Drink Shop,40.745192,-74.219411,-240,Tue Apr 03 20:46:53 +0000 2012
247,107,7-Eleven,4bf58dd8d48988d1f9941735,Food & Drink Shop,40.76504877198539,-73.8195435104015,-240,Tue Apr 03 20:49:59 +0000 2012
248,615,Union Square Park,4bf58dd8d48988d163941735,Park,40.73528249691621,-73.99040315158283,-240,Tue Apr 03 20:50:42 +0000 2012
254,498,Leif Ericson Park And Square,4bf58dd8d48988d163941735,Park,40.63038932332184,-74.01065501583342,-240,Tue Apr 03 20:53:10 +0000 2012
265,84,A Cafe,4bf58dd8d48988d1bd941735,Salad Place,40.753239916464246,-73.97408696449409,-240,Tue Apr 03 20:57:42 +0000 2012
269,768,Thomas Kinkade Gallery,4bf58dd8d48988d1e2931735,Art Gallery,40.95617,-74.06845,-240,Tue Apr 03 20:58:50 +0000 2012
285,817,Mill Creek Dog Park,4bf58dd8d48988d163941735,Park,40.80588623,-74.04406167,-240,Tue Apr 03 21:11:33 +0000 2012
300,225,Halal Jumpoff,4bf58dd8d48988d1cb941735,Food Truck,40.73829710483551,-73.878961,-240,Tue Apr 03 21:16:01 +0000 2012
305,340,Quantum Leap,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.729369,-73.998868,-240,Tue Apr 03 21:18:47 +0000 2012
308,1034,Sushi Choshi,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.73702362705514,-73.98658125865622,-240,Tue Apr 03 21:22:18 +0000 2012
314,528,Coffee Cart,4bf58dd8d48988d1cb941735,Food Truck,40.71293258666992,-73.98744201660156,-240,Tue Apr 03 21:23:52 +0000 2012
316,645,Hoboken Vine,4bf58dd8d48988d119951735,Food & Drink Shop,40.7373,-74.03744,-240,Tue Apr 03 21:24:48 +0000 2012
320,758,Butter Cutters Barber Shop,4bf58dd8d48988d110951735,Salon / Barbershop,40.67275509672217,-73.775631,-240,Tue Apr 03 21:28:09 +0000 2012
324,192,Good Burger,4bf58dd8d48988d16c941735,Burger Joint,40.737367546551965,-73.99015090774017,-240,Tue Apr 03 21:29:35 +0000 2012
339,84,The Perfect Pint,4bf58dd8d48988d11b941735,Bar,40.75275186110882,-73.97305386754967,-240,Tue Apr 03 21:35:09 +0000 2012
343,120,Wo Hop,4bf58dd8d48988d145941735,Chinese Restaurant,40.714464086511576,-73.9991158246994,-240,Tue Apr 03 21:36:12 +0000 2012
344,987,Snafu,4bf58dd8d48988d118941735,Bar,40.7545168847519,-73.97339823381394,-240,Tue Apr 03 21:36:14 +0000 2012
347,987,Gyu-Kaku BBQ,4bf58dd8d48988d1df931735,BBQ Joint,40.75561215118185,-73.97092580795288,-240,Tue Apr 03 21:38:14 +0000 2012
351,874,D&D Diner & Coffee Shop,4bf58dd8d48988d1be941735,Latin American Restaurant,40.68980100205988,-73.7210965214738,-240,Tue Apr 03 21:38:48 +0000 2012
363,131,Fulton Park,4bf58dd8d48988d163941735,Park,40.67971862117922,-73.9319908618927,-240,Tue Apr 03 21:43:39 +0000 2012
364,987,Jamba Juice,4bf58dd8d48988d112941735,Bar,40.75803174296939,-73.97142385887315,-240,Tue Apr 03 21:44:29 +0000 2012
369,59,Mateos Park,4bf58dd8d48988d163941735,Park,40.742152600205785,-73.82756765488456,-240,Tue Apr 03 21:47:27 +0000 2012
373,4,Jacob Restaurant,4bf58dd8d48988d14f941735,Southern / Soul Food Restaurant,40.810203,-73.943523,-240,Tue Apr 03 21:49:54 +0000 2012
375,586,The Triple Crown Ale House & Restaurant,4bf58dd8d48988d11b941735,Bar,40.747558,-73.993104,-240,Tue Apr 03 21:50:29 +0000 2012
380,510,Corona Barber Shop Plus,4bf58dd8d48988d110951735,Salon / Barbershop,40.75102830623012,-73.87264966964722,-240,Tue Apr 03 21:52:30 +0000 2012
389,1072,67 Burger,4bf58dd8d48988d16c941735,Burger Joint,40.680478363795984,-73.9749708319223,-240,Tue Apr 03 21:54:56 +0000 2012
396,652,Torna's Pizzeria,4bf58dd8d48988d1ca941735,Pizza Place,40.747842,-74.030874,-240,Tue Apr 03 21:55:55 +0000 2012
397,299,Dos Caminos,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.75557964275588,-73.97086143493652,-240,Tue Apr 03 21:56:19 +0000 2012
399,246,Sin Bin,4bf58dd8d48988d118941735,Bar,40.75918262141176,-73.96217731622924,-240,Tue Apr 03 21:56:56 +0000 2012
401,315,Sandy Styles Barbershop,4bf58dd8d48988d110951735,Salon / Barbershop,40.66676014225354,-73.88194173176646,-240,Tue Apr 03 21:57:17 +0000 2012
405,12,Great Wall Supermarket,4bf58dd8d48988d118951735,Food & Drink Shop,40.764016,-73.82947598,-240,Tue Apr 03 21:58:10 +0000 2012
406,129,Whiskey Tavern,4bf58dd8d48988d116941735,Bar,40.71655807771725,-74.00008678436278,-240,Tue Apr 03 21:58:55 +0000 2012
412,883,Meadowlands Arena,4bf58dd8d48988d184941735,Stadium,40.81143815229546,-74.06779646873474,-240,Tue Apr 03 22:02:54 +0000 2012
415,973,The Hurricane Club,4bf58dd8d48988d11e941735,Bar,40.74227764235143,-73.98525553606459,-240,Tue Apr 03 22:04:54 +0000 2012
416,458,Fresh Creek Basin,4bf58dd8d48988d161941735,Other Great Outdoors,40.64250711434345,-73.88739668602256,-240,Tue Apr 03 22:05:19 +0000 2012
424,4,Abyssinian Baptist Church,4bf58dd8d48988d132941735,Church,40.81681580433024,-73.94139250202096,-240,Tue Apr 03 22:08:14 +0000 2012
427,940,L'Artusi,4bf58dd8d48988d110941735,Italian Restaurant,40.733848,-74.00505,-240,Tue Apr 03 22:08:48 +0000 2012
431,130,Times Square,4bf58dd8d48988d164941735,Plaza,40.756489872673846,-73.98626804351807,-240,Tue Apr 03 22:12:27 +0000 2012
433,186,Bravo Pizza,4bf58dd8d48988d1ca941735,Pizza Place,40.752067,-73.987573,-240,Tue Apr 03 22:12:32 +0000 2012
437,1009,Trinity Church Cemetery,4bf58dd8d48988d15c941735,Cemetery,40.70860892993973,-74.01209532819432,-240,Tue Apr 03 22:14:17 +0000 2012
439,354,Zuccotti Park,4bf58dd8d48988d163941735,Park,40.70919832245443,-74.01118576526642,-240,Tue Apr 03 22:14:57 +0000 2012
444,116,Petite Abeille,4bf58dd8d48988d10c941735,French Restaurant,40.73874326373426,-73.99455835710656,-240,Tue Apr 03 22:16:54 +0000 2012
446,78,Hudson River Park,4bf58dd8d48988d163941735,Park,40.73228891214305,-74.01051196130837,-240,Tue Apr 03 22:18:05 +0000 2012
451,26,Fort Lee Historic Park,4bf58dd8d48988d163941735,Park,40.85262124066219,-73.96257909949104,-240,Tue Apr 03 22:18:52 +0000 2012
457,989,Paley Center for Media,4bf58dd8d48988d181941735,Museum,40.76042728620973,-73.97769570350647,-240,Tue Apr 03 22:20:38 +0000 2012
464,987,Franchia,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.74755129813944,-73.98114057260048,-240,Tue Apr 03 22:24:25 +0000 2012
466,328,East River Esplanade South Dog Run,4bf58dd8d48988d1e5941735,Other Great Outdoors,40.70445913548654,-74.00578312188485,-240,Tue Apr 03 22:25:19 +0000 2012
475,772,C O Restaurant,4bf58dd8d48988d1ca941735,Pizza Place,40.74716991449647,-74.00063565038526,-240,Tue Apr 03 22:29:49 +0000 2012
482,593,Stop & Shop,4bf58dd8d48988d118951735,Food & Drink Shop,40.84274539270614,-74.1011783748029,-240,Tue Apr 03 22:33:06 +0000 2012
483,398,First Presbyterian Church,4bf58dd8d48988d132941735,Church,40.78596807973614,-73.81624281406403,-240,Tue Apr 03 22:33:36 +0000 2012
487,905,David Burke Townhouse,4bf58dd8d48988d157941735,American Restaurant,40.7636878120714,-73.96763001764619,-240,Tue Apr 03 22:34:59 +0000 2012
498,361,The Vinatta Project,4bf58dd8d48988d123941735,Bar,40.73946789133663,-74.00756777588721,-240,Tue Apr 03 22:38:39 +0000 2012
500,378,ShopRite Pharmacy,4bf58dd8d48988d118951735,Food & Drink Shop,40.85215695470352,-74.00433540344238,-240,Tue Apr 03 22:39:02 +0000 2012
501,85,Sahadi's,4bf58dd8d48988d1f5941735,Food & Drink Shop,40.69001786288236,-73.99341633242287,-240,Tue Apr 03 22:39:22 +0000 2012
505,101,Mable's Smokehouse & Banquet Hall,4bf58dd8d48988d1df931735,BBQ Joint,40.72114836390466,-73.95703732967377,-240,Tue Apr 03 22:41:46 +0000 2012
507,120,Vivi Bubble Tea,4bf58dd8d48988d112941735,Bar,40.71536265913705,-73.99738756483157,-240,Tue Apr 03 22:42:27 +0000 2012
508,134,Europan Bakery Cafe,4bf58dd8d48988d1ca941735,Pizza Place,40.7929378127389,-73.97319735356798,-240,Tue Apr 03 22:42:29 +0000 2012
512,650,Carnegie Hall,5032792091d4c4b30a586d5c,Concert Hall,40.76502267205817,-73.98019552230835,-240,Tue Apr 03 22:45:12 +0000 2012
514,319,ShopRite,4bf58dd8d48988d118951735,Food & Drink Shop,40.626571,-73.97696897971106,-240,Tue Apr 03 22:45:23 +0000 2012
517,432,Pizza 33,4bf58dd8d48988d1ca941735,Pizza Place,40.74510703877938,-73.9783501625061,-240,Tue Apr 03 22:46:26 +0000 2012
530,848,Yuca Bar & Restaurant,4bf58dd8d48988d150941735,Spanish Restaurant,40.7261153835653,-73.9836887612032,-240,Tue Apr 03 22:53:08 +0000 2012
536,434,Schnitzel Express,4bf58dd8d48988d115941735,Middle Eastern Restaurant,40.753422,-73.986822,-240,Tue Apr 03 22:54:49 +0000 2012
538,186,Magnet Theater,4bf58dd8d48988d135941735,Theater,40.74897597836296,-73.99518388533123,-240,Tue Apr 03 22:55:31 +0000 2012
541,100,"Carrie, The Musical",4bf58dd8d48988d137941735,Theater,40.73328971523911,-74.00576016802717,-240,Tue Apr 03 22:57:13 +0000 2012
544,1083,The Hog Pit,4bf58dd8d48988d1df931735,BBQ Joint,40.74455698610794,-73.99065019420007,-240,Tue Apr 03 22:59:03 +0000 2012
545,113,Hi Tea Hong Kong Style Cafe,4bf58dd8d48988d142941735,Asian Restaurant,40.748413,-73.756501,-240,Tue Apr 03 23:00:00 +0000 2012
548,415,Disney's MARY POPPINS at the New Amsterdam Theatre,4bf58dd8d48988d137941735,Theater,40.7560997756636,-73.98785591125488,-240,Tue Apr 03 23:02:02 +0000 2012
550,279,Turtle Bay NYC,4bf58dd8d48988d11d941735,Bar,40.75637696194763,-73.9676529760629,-240,Tue Apr 03 23:02:22 +0000 2012
552,649,Lucky's Famous Burgers,4bf58dd8d48988d16c941735,Burger Joint,40.72333140651591,-73.98953110205146,-240,Tue Apr 03 23:02:48 +0000 2012
553,615,Blind Pig,4bf58dd8d48988d11d941735,Bar,40.732758323855705,-73.98576631338501,-240,Tue Apr 03 23:03:11 +0000 2012
559,1042,Cinépolis Luxury Cinemas,4bf58dd8d48988d17f941735,Movie Theater,40.74490101607357,-73.99805899339255,-240,Tue Apr 03 23:06:05 +0000 2012
561,480,Short Cuts,4bf58dd8d48988d110951735,Salon / Barbershop,40.70784330368042,-73.80285859107971,-240,Tue Apr 03 23:06:33 +0000 2012
569,418,The Ginger Man,4bf58dd8d48988d116941735,Bar,40.74939032832351,-73.98286232535908,-240,Tue Apr 03 23:10:17 +0000 2012
573,17,Cafe Addis,4bf58dd8d48988d116941735,Bar,40.81218840604282,-73.95537557262166,-240,Tue Apr 03 23:11:54 +0000 2012
574,1059,McCarren Park Track,4bf58dd8d48988d187941735,Stadium,40.71994085251552,-73.95129203796387,-240,Tue Apr 03 23:13:16 +0000 2012
575,495,Central Park,4bf58dd8d48988d163941735,Park,40.7714256153356,-73.97350072860723,-240,Tue Apr 03 23:13:24 +0000 2012
577,500,Rusty Knot,4bf58dd8d48988d116941735,Bar,40.7352186567552,-74.00994920143108,-240,Tue Apr 03 23:13:38 +0000 2012
582,689,The Smith,4bf58dd8d48988d14e941735,American Restaurant,40.731155872068506,-73.98872764725327,-240,Tue Apr 03 23:15:02 +0000 2012
587,649,Dixon Place,4bf58dd8d48988d135941735,Theater,40.720582,-73.992714,-240,Tue Apr 03 23:16:46 +0000 2012
589,71,Potbelly,4bf58dd8d48988d1c5941735,Sandwich Place,40.753041896907845,-73.9890719854358,-240,Tue Apr 03 23:17:23 +0000 2012
592,367,Barbarini,4bf58dd8d48988d110941735,Italian Restaurant,40.70749794646211,-74.00208177676095,-240,Tue Apr 03 23:18:22 +0000 2012
594,824,Red Lobster,4bf58dd8d48988d1ce941735,Seafood Restaurant,40.93539993360483,-74.07136917114258,-240,Tue Apr 03 23:20:26 +0000 2012
596,1070,Dumbo Waterfront,4bf58dd8d48988d165941735,Scenic Lookout,40.70427281157053,-73.9867591687836,-240,Tue Apr 03 23:21:13 +0000 2012
603,215,West Hudson Park,4bf58dd8d48988d163941735,Park,40.75196932538404,-74.15222953676555,-240,Tue Apr 03 23:24:39 +0000 2012
606,800,Madison Square Garden,4bf58dd8d48988d184941735,Stadium,40.75044987008408,-73.99221103886612,-240,Tue Apr 03 23:27:13 +0000 2012
611,957,Command Parking,4c38df4de52ce0d596b336e1,Parking,40.764007,-73.981753,-240,Tue Apr 03 23:28:05 +0000 2012
612,226,St James Theatre,4bf58dd8d48988d137941735,Theater,40.75827778801546,-73.98802757263184,-240,Tue Apr 03 23:28:16 +0000 2012
613,645,Salsa Fever On 2 Dance Academy,4bf58dd8d48988d11f941735,Bar,40.742019,-74.048426,-240,Tue Apr 03 23:28:52 +0000 2012
614,669,Red,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.70681451877362,-74.00384924971897,-240,Tue Apr 03 23:29:21 +0000 2012
615,936,Empire Shtiebel,4bf58dd8d48988d139941735,Synagogue,40.66436017920261,-73.94593883293109,-240,Tue Apr 03 23:29:52 +0000 2012
617,721,The Bell House,4bf58dd8d48988d1e9931735,Music Venue,40.673615,-73.99171,-240,Tue Apr 03 23:30:24 +0000 2012
620,291,The Dutch,4bf58dd8d48988d14e941735,American Restaurant,40.72645218916927,-74.00225967250508,-240,Tue Apr 03 23:30:54 +0000 2012
621,370,Cucina Di Pesce,4bf58dd8d48988d110941735,Italian Restaurant,40.726368,-73.98977,-240,Tue Apr 03 23:31:29 +0000 2012
626,470,Sushi Tatsu,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.683178,-73.96574578,-240,Tue Apr 03 23:36:34 +0000 2012
627,218,Paulie Gee's,4bf58dd8d48988d1ca941735,Pizza Place,40.729813,-73.958467,-240,Tue Apr 03 23:36:55 +0000 2012
631,418,Legends New York City,4bf58dd8d48988d11b941735,Bar,40.74809415449163,-73.98609638214111,-240,Tue Apr 03 23:37:52 +0000 2012
633,348,Hotel Chantelle,4bf58dd8d48988d11e941735,Bar,40.71855465714273,-73.98899737888202,-240,Tue Apr 03 23:39:12 +0000 2012
634,152,Mexican Radio,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.721660896654456,-73.99736460996738,-240,Tue Apr 03 23:39:16 +0000 2012
637,772,The McKittrick Hotel,4bf58dd8d48988d135941735,Theater,40.75081989112107,-74.0038664652844,-240,Tue Apr 03 23:40:35 +0000 2012
638,964,Arby's,4bf58dd8d48988d16e941735,Fast Food Restaurant,40.73828290651089,-73.79387855529785,-240,Tue Apr 03 23:41:35 +0000 2012
639,444,Riverwalk Bar & Grill,4bf58dd8d48988d14e941735,American Restaurant,40.75876539294497,-73.95249366760254,-240,Tue Apr 03 23:42:19 +0000 2012
641,943,Bowery Ballroom,4bf58dd8d48988d1e9931735,Music Venue,40.720480045234375,-73.99355980323412,-240,Tue Apr 03 23:43:28 +0000 2012
642,235,Ashton's Alley,4bf58dd8d48988d14e941735,American Restaurant,40.75554295707458,-73.97036778954721,-240,Tue Apr 03 23:43:40 +0000 2012
643,572,Pepe Patron,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.7766506,-73.9527495,-240,Tue Apr 03 23:44:06 +0000 2012
645,539,Redemption,4bf58dd8d48988d116941735,Bar,40.75690783742642,-73.96722824491113,-240,Tue Apr 03 23:44:45 +0000 2012
646,802,Ooki Sushi,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.780408,-73.9528491,-240,Tue Apr 03 23:45:10 +0000 2012
650,470,Sushi Tokyo,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.62451266217383,-73.96507013702977,-240,Tue Apr 03 23:46:46 +0000 2012
652,470,Gen,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.677611,-73.963748,-240,Tue Apr 03 23:47:16 +0000 2012
653,733,Union Square Cafe,4bf58dd8d48988d14e941735,American Restaurant,40.73686901343388,-73.9913446019438,-240,Tue Apr 03 23:47:47 +0000 2012
654,470,Miso Restaurant,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.702752212783246,-73.99069610553344,-240,Tue Apr 03 23:47:49 +0000 2012
655,470,Ki Sushi,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.687583,-73.989895,-240,Tue Apr 03 23:48:15 +0000 2012
660,470,Taro Sushi,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.67969421204972,-73.97425174713135,-240,Tue Apr 03 23:48:51 +0000 2012
662,3,Saxon + Parole,4bf58dd8d48988d14e941735,American Restaurant,40.72516293205118,-73.992159523528,-240,Tue Apr 03 23:49:40 +0000 2012
663,297,Nobu Fifty Seven,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.76377126336098,-73.9764404296875,-240,Tue Apr 03 23:49:53 +0000 2012
674,470,Haru Holding,4bf58dd8d48988d111941735,Japanese Restaurant,40.70543559708729,-74.00834819812775,-240,Tue Apr 03 23:51:33 +0000 2012
677,470,Fontana Sushi,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.59927831004631,-73.99089122857772,-240,Tue Apr 03 23:52:01 +0000 2012
679,917,Shanghai Cafe,4bf58dd8d48988d145941735,Chinese Restaurant,40.717374,-73.997451,-240,Tue Apr 03 23:52:45 +0000 2012
680,882,Karaoke Duet 48,4bf58dd8d48988d120941735,Bar,40.753499070431374,-73.96910190582275,-240,Tue Apr 03 23:54:00 +0000 2012
